"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"0";"S";"de:09161:1034";"de:09161:1034";"IN, Altwasserweg";"48,75309";"11,47567";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1";"Q";"de:09161:1034:0:1";"de:09161:1034";"1";"48,75311";"11,47668";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"2";"Q";"de:09161:1034:0:2";"de:09161:1034";"2";"48,75307";"11,47467";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"3";"S";"de:09161:109";"de:09161:109";"IN, Brodmühlweg";"48,76316";"11,41123";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"4";"Q";"de:09161:109:0:2";"de:09161:109";"2";"48,76316";"11,41123";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"5";"S";"de:09161:113";"de:09161:113";"IN, Buchnerstraße";"48,75192";"11,44646";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"6";"Q";"de:09161:113:0:1";"de:09161:113";"1";"48,7519";"11,44655";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"7";"Q";"de:09161:113:0:2";"de:09161:113";"2";"48,75196";"11,44641";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"8";"S";"de:09161:127";"de:09161:127";"IN, Canisiusstraße";"48,73807";"11,44606";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"9";"Q";"de:09161:127:0:1";"de:09161:127";"1";"48,73805";"11,44597";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"10";"Q";"de:09161:127:0:10";"de:09161:127";"10";"48,73754";"11,4457";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"11";"Q";"de:09161:127:0:2";"de:09161:127";"2";"48,73809";"11,44608";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"12";"Q";"de:09161:127:0:20";"de:09161:127";"20";"48,73731";"11,44572";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"13";"S";"de:09161:128";"de:09161:128";"IN, Caspar-Schoppe-Straße";"48,73864";"11,41769";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"14";"Q";"de:09161:128:0:1";"de:09161:128";"1";"48,73889";"11,41814";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"15";"Q";"de:09161:128:0:2";"de:09161:128";"2";"48,73837";"11,41724";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"16";"S";"de:09161:137";"de:09161:137";"IN, Dr.-Maier-Straße";"48,73677";"11,43371";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"17";"Q";"de:09161:137:0:2";"de:09161:137";"2";"48,73676";"11,43369";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"18";"S";"de:09161:1489";"de:09161:1489";"Gerolfing, Handwerkerhof";"48,76051";"11,34474";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"19";"Q";"de:09161:1489:0:99";"de:09161:1489";"99";"48,76051";"11,34474";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"20";"S";"de:09161:1492";"de:09161:1492";"IN, Audi-GVZ Halle O";"48,78496";"11,39591";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"21";"Q";"de:09161:1492:0:1";"de:09161:1492";"1";"48,78488";"11,39586";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"22";"Q";"de:09161:1492:0:2";"de:09161:1492";"2";"48,78487";"11,39584";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"23";"Q";"de:09161:1492:0:99";"de:09161:1492";"99";"48,78504";"11,39596";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"24";"S";"de:09161:1521";"de:09161:1521";"Gerolfing, Ochsenmühle";"48,77055";"11,35674";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"25";"Q";"de:09161:1521:0:1";"de:09161:1521";"1";"48,77061";"11,35676";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"26";"Q";"de:09161:1521:0:2";"de:09161:1521";"2";"48,77048";"11,35674";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"27";"S";"de:09161:1561";"de:09161:1561";"IN, Schwäblstraße";"48,75599";"11,43816";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"28";"Q";"de:09161:1561:0:98";"de:09161:1561";"98";"48,75583";"11,43836";"00000000";"-";"-";"-";"Unknown";"Unknown";"98";"BEG";"-";"-";"-"
"29";"Q";"de:09161:1561:0:99";"de:09161:1561";"99";"48,75617";"11,43799";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"30";"S";"de:09161:1567";"de:09161:1567";"Gerolfing, Am Gwendt";"48,76047";"11,35127";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"31";"Q";"de:09161:1567:0:1";"de:09161:1567";"1";"48,7606";"11,35135";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"32";"Q";"de:09161:1567:0:2";"de:09161:1567";"2";"48,76035";"11,35118";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"33";"S";"de:09161:1588";"de:09161:1588";"IN, Halbritterstraße";"48,7276";"11,44022";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"34";"Q";"de:09161:1588:0:1";"de:09161:1588";"1";"48,7276";"11,44024";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"35";"S";"de:09161:1605";"de:09161:1605";"IN, Langer Oberfeldweg";"48,71253";"11,39463";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"36";"Q";"de:09161:1605:0:1";"de:09161:1605";"1";"48,71256";"11,39464";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"37";"Q";"de:09161:1605:0:2";"de:09161:1605";"2";"48,7125";"11,39459";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"38";"S";"de:09161:1608";"de:09161:1608";"IN, Käthe-Kruse-Straße";"48,77435";"11,49183";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"39";"Q";"de:09161:1608:0:99";"de:09161:1608";"99";"48,77435";"11,49183";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"40";"S";"de:09161:1624";"de:09161:1624";"IN, Donautherme Wonnemar";"48,76373";"11,44016";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"41";"Q";"de:09161:1624:0:1";"de:09161:1624";"1";"48,76371";"11,44019";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"42";"Q";"de:09161:1624:0:2";"de:09161:1624";"2";"48,76374";"11,4402";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"43";"S";"de:09161:1625";"de:09161:1625";"IN, Saturn-Arena";"48,75872";"11,43928";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"44";"Q";"de:09161:1625:0:98";"de:09161:1625";"98";"48,75834";"11,43877";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"45";"Q";"de:09161:1625:0:99";"de:09161:1625";"99";"48,75912";"11,43982";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"46";"S";"de:09161:166";"de:09161:166";"Einbogen";"48,73114";"11,41509";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"47";"Q";"de:09161:166:0:1";"de:09161:166";"1";"48,73088";"11,4147";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"48";"Q";"de:09161:166:0:2";"de:09161:166";"2";"48,73145";"11,4156";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"49";"S";"de:09161:1672";"de:09161:1672";"IN, Aufeldstraße";"48,71924";"11,37488";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"50";"Q";"de:09161:1672:0:99";"de:09161:1672";"99";"48,71924";"11,37488";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"51";"S";"de:09161:1675";"de:09161:1675";"Zuchering, Friedhof";"48,7117";"11,40014";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"52";"Q";"de:09161:1675:0:1";"de:09161:1675";"1";"48,71172";"11,40018";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"53";"Q";"de:09161:1675:0:2";"de:09161:1675";"2";"48,71165";"11,40007";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"54";"S";"de:09161:1676";"de:09161:1676";"IN, Karlskroner Straße";"48,70955";"11,40628";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"55";"Q";"de:09161:1676:0:10";"de:09161:1676";"10";"48,71094";"11,40642";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"56";"Q";"de:09161:1676:0:20";"de:09161:1676";"20";"48,71082";"11,40674";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"57";"Q";"de:09161:1676:0:99";"de:09161:1676";"99";"48,70955";"11,40625";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"58";"S";"de:09161:1677";"de:09161:1677";"IN, Ingolstadt Village";"48,78446";"11,47993";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"59";"Q";"de:09161:1677:0:99";"de:09161:1677";"99";"48,78446";"11,47993";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"60";"S";"de:09161:1685";"de:09161:1685";"IN, Weiherfeld";"48,70519";"11,42529";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"61";"Q";"de:09161:1685:0:99";"de:09161:1685";"99";"48,70518";"11,42529";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"62";"S";"de:09161:1710";"de:09161:1710";"IN, Petrus-Canisius-Schule";"48,77718";"11,39855";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"63";"Q";"de:09161:1710:0:99";"de:09161:1710";"99";"48,77717";"11,39857";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"64";"S";"de:09161:1711";"de:09161:1711";"IN, Ungerneder Schule";"48,77542";"11,41085";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"65";"Q";"de:09161:1711:0:99";"de:09161:1711";"99";"48,77542";"11,41084";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"66";"S";"de:09161:1714";"de:09161:1714";"IN, TV Nordwest";"48,77227";"11,39591";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"67";"Q";"de:09161:1714:0:99";"de:09161:1714";"99";"48,77227";"11,39589";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"68";"S";"de:09161:1731";"de:09161:1731";"IN, Speckweg";"48,74067";"11,42578";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"69";"Q";"de:09161:1731:0:1";"de:09161:1731";"1";"48,74078";"11,42573";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"70";"Q";"de:09161:1731:0:10";"de:09161:1731";"10";"48,7406";"11,42582";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"71";"Q";"de:09161:1731:0:2";"de:09161:1731";"2";"48,74052";"11,42583";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"72";"Q";"de:09161:1731:0:20";"de:09161:1731";"20";"48,74115";"11,42837";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"73";"S";"de:09161:1750";"de:09161:1750";"Ingolstadt Audi";"48,79049";"11,40745";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"74";"A";"de:09161:1750:1";"de:09161:1750";"30";"48,79161";"11,40665";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus";"BEG";"-";"-";"-"
"75";"A";"de:09161:1750:2";"de:09161:1750";"1";"48,79049";"11,4079";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bahn";"BEG";"-";"-";"-"
"76";"A";"de:09161:1750:91";"de:09161:1750";"91";"48,79222";"11,40594";"00000000";"-";"-";"-";"Unknown";"Unknown";"Eing Nordwest";"BEG";"-";"-";"-"
"77";"A";"de:09161:1750:92";"de:09161:1750";"92";"48,78981";"11,40886";"00000000";"-";"-";"-";"Unknown";"Unknown";"Eing Südost";"BEG";"-";"-";"-"
"78";"Q";"de:09161:1750:1:1";"de:09161:1750:1";"1";"48,79183";"11,4062";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 1";"BEG";"-";"-";"-"
"79";"Q";"de:09161:1750:1:2";"de:09161:1750:1";"2";"48,79173";"11,40651";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 2";"BEG";"-";"-";"-"
"80";"Q";"de:09161:1750:1:3";"de:09161:1750:1";"3";"48,79164";"11,40683";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 3";"BEG";"-";"-";"-"
"81";"Q";"de:09161:1750:1:4";"de:09161:1750:1";"4";"48,79155";"11,40715";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 4";"BEG";"-";"-";"-"
"82";"Q";"de:09161:1750:1:5";"de:09161:1750:1";"5";"48,79148";"11,40709";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 5";"BEG";"-";"-";"-"
"83";"Q";"de:09161:1750:1:6";"de:09161:1750:1";"6";"48,79156";"11,4068";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 6";"BEG";"-";"-";"-"
"84";"Q";"de:09161:1750:1:7";"de:09161:1750:1";"7";"48,79166";"11,40646";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 7";"BEG";"-";"-";"-"
"85";"Q";"de:09161:1750:1:8";"de:09161:1750:1";"8";"48,79177";"11,40613";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 8";"BEG";"-";"-";"-"
"86";"Q";"de:09161:1750:2:1";"de:09161:1750:2";"1";"48,79042";"11,40831";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 1";"BEG";"-";"-";"-"
"87";"Q";"de:09161:1750:2:2";"de:09161:1750:2";"2";"48,79034";"11,40825";"00000000";"-";"-";"-";"Unknown";"Unknown";"Gleis 2";"BEG";"-";"-";"-"
"88";"S";"de:09161:1754";"de:09161:1754";"IN, Audi-Sportpark";"48,74342";"11,48398";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"89";"S";"de:09161:179";"de:09161:179";"IN, Eriagstraße";"48,7484";"11,47051";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"90";"Q";"de:09161:179:0:1";"de:09161:179";"1";"48,7484";"11,47072";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"91";"Q";"de:09161:179:0:2";"de:09161:179";"2";"48,7484";"11,4703";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"92";"S";"de:09161:180";"de:09161:180";"IN, Erletstraße";"48,74178";"11,44828";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"93";"Q";"de:09161:180:0:1";"de:09161:180";"1";"48,7418";"11,44837";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"94";"Q";"de:09161:180:0:10";"de:09161:180";"10";"48,74178";"11,4468";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"95";"Q";"de:09161:180:0:2";"de:09161:180";"2";"48,74176";"11,44815";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"96";"Q";"de:09161:180:0:20";"de:09161:180";"20";"48,74187";"11,44683";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"97";"Q";"de:09161:180:0:40";"de:09161:180";"40";"48,74213";"11,44683";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"98";"S";"de:09161:1812";"de:09161:1812";"IN, Brunnerstraße";"48,72427";"11,4042";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"99";"Q";"de:09161:1812:0:1";"de:09161:1812";"1";"48,72392";"11,40398";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"100";"Q";"de:09161:1812:0:2";"de:09161:1812";"2";"48,72461";"11,4045";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"101";"S";"de:09161:1813";"de:09161:1813";"IN, Argulastraße";"48,72275";"11,40784";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"102";"Q";"de:09161:1813:0:99";"de:09161:1813";"99";"48,72275";"11,40785";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"103";"S";"de:09161:1840";"de:09161:1840";"IN, Audi-Sportpark";"48,74572";"11,48279";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"104";"Q";"de:09161:1840:0:96";"de:09161:1840";"96";"48,74596";"11,48278";"00000000";"-";"-";"-";"Unknown";"Unknown";"96";"BEG";"-";"-";"-"
"105";"Q";"de:09161:1840:0:97";"de:09161:1840";"97";"48,7458";"11,48249";"00000000";"-";"-";"-";"Unknown";"Unknown";"97";"BEG";"-";"-";"-"
"106";"Q";"de:09161:1840:0:98";"de:09161:1840";"98";"48,74554";"11,48304";"00000000";"-";"-";"-";"Unknown";"Unknown";"98";"BEG";"-";"-";"-"
"107";"Q";"de:09161:1840:0:99";"de:09161:1840";"99";"48,74557";"11,48276";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"108";"S";"de:09161:1842";"de:09161:1842";"Friedrichshofen, Ochsenmühlstr";"48,77976";"11,3619";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"109";"Q";"de:09161:1842:0:1";"de:09161:1842";"1";"48,77993";"11,36209";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"110";"Q";"de:09161:1842:0:2";"de:09161:1842";"2";"48,77957";"11,36168";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"111";"S";"de:09161:1845";"de:09161:1845";"IN, Hauptbahnhof Ost";"48,7448";"11,43933";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"112";"Q";"de:09161:1845:0:10";"de:09161:1845";"10";"48,74529";"11,44149";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"113";"Q";"de:09161:1845:0:99";"de:09161:1845";"99";"48,7448";"11,43933";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"114";"S";"de:09161:1847";"de:09161:1847";"IN, Audi-Tor 7";"48,79235";"11,4157";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"115";"Q";"de:09161:1847:0:1";"de:09161:1847";"1";"48,79236";"11,41569";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"116";"Q";"de:09161:1847:0:2";"de:09161:1847";"2";"48,79236";"11,41572";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"117";"S";"de:09161:1850";"de:09161:1850";"IN, Audi-Tor 3";"48,78171";"11,42357";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"118";"Q";"de:09161:1850:0:1";"de:09161:1850";"1";"48,78185";"11,42354";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"119";"Q";"de:09161:1850:0:2";"de:09161:1850";"2";"48,78159";"11,42364";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"120";"S";"de:09161:1851";"de:09161:1851";"IN, Audi-A56";"48,78347";"11,41823";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"121";"Q";"de:09161:1851:0:1";"de:09161:1851";"1";"48,78345";"11,4183";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"122";"Q";"de:09161:1851:0:2";"de:09161:1851";"2";"48,78347";"11,41817";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"123";"S";"de:09161:1853";"de:09161:1853";"IN, Audi-T35/T23";"48,79313";"11,41324";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"124";"Q";"de:09161:1853:0:1";"de:09161:1853";"1";"48,79322";"11,41297";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"125";"Q";"de:09161:1853:0:2";"de:09161:1853";"2";"48,79307";"11,41347";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"126";"S";"de:09161:1854";"de:09161:1854";"IN, Continental / Stadtwerke";"48,77669";"11,42492";"09161000";"Ingolstadt";"";"";"Unserved";"InOrder";"";"BEG";"-";"";""
"127";"Q";"de:09161:1854:0:1";"de:09161:1854";"1";"48,77673";"11,42494";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"128";"Q";"de:09161:1854:0:2";"de:09161:1854";"2";"48,77665";"11,42492";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"129";"S";"de:09161:1856";"de:09161:1856";"IN, Lentinger Straße";"48,79147";"11,45095";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"130";"Q";"de:09161:1856:0:99";"de:09161:1856";"99";"48,79148";"11,45095";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"131";"S";"de:09161:1867";"de:09161:1867";"IN, Hans-Denck-Str.";"48,71788";"11,40368";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"132";"Q";"de:09161:1867:0:1";"de:09161:1867";"1";"48,71798";"11,40352";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"133";"Q";"de:09161:1867:0:10";"de:09161:1867";"10";"48,7163";"11,40497";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"134";"Q";"de:09161:1867:0:2";"de:09161:1867";"2";"48,71778";"11,40383";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"135";"Q";"de:09161:1867:0:20";"de:09161:1867";"20";"48,71642";"11,40475";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"136";"S";"de:09161:187";"de:09161:187";"IN, Feselenstraße";"48,75414";"11,44116";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"137";"Q";"de:09161:187:0:1";"de:09161:187";"1";"48,7541";"11,44129";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"138";"Q";"de:09161:187:0:2";"de:09161:187";"2";"48,75415";"11,44111";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"139";"S";"de:09161:1870";"de:09161:1870";"IN, Kurt-Huber-Str./Goethestr.";"48,77223";"11,4542";"09161000";"Ingolstadt";"";"";"Unserved";"InOrder";"";"BEG";"-";"";""
"140";"Q";"de:09161:1870:0:2";"de:09161:1870";"2";"48,77222";"11,4542";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"141";"S";"de:09161:1892";"de:09161:1892";"IN, Steigerwaldstraße";"48,77477";"11,36914";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";"-"
"142";"Q";"de:09161:1892:0:99";"de:09161:1892";"99";"48,77477";"11,36913";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"143";"S";"de:09161:1907";"de:09161:1907";"Ingolstadt, LGS Eingang Ost";"48,77793";"11,3984";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"144";"Q";"de:09161:1907:0:99";"de:09161:1907";"99";"48,7779";"11,39826";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"145";"S";"de:09161:201";"de:09161:201";"IN, Friedrich-Ebert-Straße";"48,77016";"11,4383";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"146";"Q";"de:09161:201:0:1";"de:09161:201";"1";"48,77003";"11,43831";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"147";"Q";"de:09161:201:0:2";"de:09161:201";"2";"48,77032";"11,43827";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"148";"S";"de:09161:202";"de:09161:202";"IN, Frueaufstraße";"48,7351";"11,44508";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"149";"Q";"de:09161:202:0:1";"de:09161:202";"1";"48,73489";"11,44499";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"150";"Q";"de:09161:202:0:2";"de:09161:202";"2";"48,73531";"11,44521";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"151";"S";"de:09161:231";"de:09161:231";"IN, Gaimersheimer Straße";"48,77853";"11,40341";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"152";"Q";"de:09161:231:0:1";"de:09161:231";"1";"48,77858";"11,40295";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"153";"Q";"de:09161:231:0:2";"de:09161:231";"2";"48,77849";"11,40383";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"154";"S";"de:09161:232";"de:09161:232";"IN, Ganghoferstraße";"48,76797";"11,44926";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"155";"Q";"de:09161:232:0:1";"de:09161:232";"1";"48,76797";"11,44941";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
