"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"749";"S";"de:09161:8062";"de:09161:8062";"IN, Schölnhammerstraße";"48,77758";"11,45534";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"750";"Q";"de:09161:8062:0:1";"de:09161:8062";"1";"48,77731";"11,45546";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"751";"Q";"de:09161:8062:0:2";"de:09161:8062";"99";"48,77784";"11,45519";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"752";"S";"de:09161:808";"de:09161:808";"IN, Schulzentrum SW/Maximilianstr.";"48,74302";"11,42247";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"753";"Q";"de:09161:808:0:1";"de:09161:808";"1";"48,743";"11,42237";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"754";"Q";"de:09161:808:0:10";"de:09161:808";"10";"48,74323";"11,42522";"00000000";"-";"-";"-";"Unserved";"OutOfOrder";"";"BEG";"-";"-";"-"
"755";"Q";"de:09161:808:0:2";"de:09161:808";"2";"48,74303";"11,42258";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"756";"S";"de:09161:8092";"de:09161:8092";"IN, Urnenfelderstraße";"48,7092";"11,41371";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"757";"Q";"de:09161:8092:0:1";"de:09161:8092";"1";"48,70954";"11,4142";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"758";"Q";"de:09161:8092:0:2";"de:09161:8092";"2";"48,70977";"11,41412";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"759";"Q";"de:09161:8092:0:99";"de:09161:8092";"99";"48,70849";"11,41304";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"760";"S";"de:09161:8095";"de:09161:8095";"IN, Haltmayrstraße";"48,76838";"11,40099";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"761";"Q";"de:09161:8095:0:1";"de:09161:8095";"1";"48,76839";"11,40138";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"762";"Q";"de:09161:8095:0:2";"de:09161:8095";"2";"48,76835";"11,40056";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"763";"S";"de:09161:8143";"de:09161:8143";"IN, An der Lagerschanze";"48,7368";"11,41937";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"764";"Q";"de:09161:8143:0:1";"de:09161:8143";"1";"48,73671";"11,41906";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"765";"Q";"de:09161:8143:0:2";"de:09161:8143";"2";"48,73688";"11,41965";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"766";"S";"de:09161:834";"de:09161:834";"IN, St.Anton/Münchener Straße";"48,74727";"11,43386";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"767";"S";"de:09161:844";"de:09161:844";"IN, Westfriedhof/Brodmühlweg";"48,76408";"11,41198";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"768";"Q";"de:09161:844:0:1";"de:09161:844";"1";"48,76408";"11,41196";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"769";"S";"de:09161:846";"de:09161:846";"IN, St.Anton/Bahnhofstraße";"48,7471";"11,43436";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"770";"S";"de:09161:8484";"de:09161:8484";"Irgertsheim, Laubenstraße";"48,76534";"11,27497";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"771";"Q";"de:09161:8484:0:1";"de:09161:8484";"1";"48,76538";"11,27497";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"772";"Q";"de:09161:8484:0:2";"de:09161:8484";"2";"48,76528";"11,27498";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"773";"S";"de:09161:8485";"de:09161:8485";"Dünzlau, Hofmarkstraße";"48,77728";"11,32692";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"774";"Q";"de:09161:8485:0:1";"de:09161:8485";"1";"48,77725";"11,32711";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"775";"Q";"de:09161:8485:0:2";"de:09161:8485";"2";"48,77731";"11,3267";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"776";"S";"de:09161:849";"de:09161:849";"IN, Audi-Parkplatz";"48,78506";"11,40827";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"777";"Q";"de:09161:849:0:98";"de:09161:849";"98";"48,7851";"11,40856";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"778";"Q";"de:09161:849:0:99";"de:09161:849";"99";"48,78508";"11,408";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"779";"S";"de:09161:8491";"de:09161:8491";"IN, Wallmeisterstraße";"48,71243";"11,40532";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"780";"Q";"de:09161:8491:0:1";"de:09161:8491";"1";"48,71261";"11,40468";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"781";"Q";"de:09161:8491:0:2";"de:09161:8491";"2";"48,71245";"11,40546";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"782";"S";"de:09161:85";"de:09161:85";"IN, Bajuwarenweg";"48,71222";"11,41523";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"783";"Q";"de:09161:85:0:1";"de:09161:85";"1";"48,71218";"11,41517";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"784";"Q";"de:09161:85:0:2";"de:09161:85";"2";"48,71223";"11,41535";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"785";"S";"de:09161:8505";"de:09161:8505";"IN, St. Salvator";"48,72662";"11,44237";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"786";"Q";"de:09161:8505:0:1";"de:09161:8505";"2";"48,72661";"11,44237";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"787";"S";"de:09161:8512";"de:09161:8512";"IN, Kipfenberger Str.";"48,81072";"11,4069";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"788";"Q";"de:09161:8512:0:1";"de:09161:8512";"1";"48,81086";"11,40694";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"789";"Q";"de:09161:8512:0:2";"de:09161:8512";"2";"48,8106";"11,40683";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"790";"S";"de:09161:8576";"de:09161:8576";"IN, ZOB";"48,76864";"11,42386";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"791";"A";"de:09161:788:1";"de:09161:8576";"Westteil";"48,76851";"11,42289";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"792";"A";"de:09161:788:2";"de:09161:8576";"Ostteil";"48,76859";"11,42467";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"793";"A";"de:09161:788:3";"de:09161:8576";"Sonstige";"48,76864";"11,42384";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"794";"A";"de:09161:788:4";"de:09161:8576";"Bedarf";"48,76851";"11,42531";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"795";"A";"de:09161:788:5";"de:09161:8576";"Harderstr.";"48,76823";"11,42197";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"796";"Q";"de:09161:8576:0:1";"de:09161:788:1";"";"48,76833";"11,42247";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"797";"Q";"de:09161:8576:0:10";"de:09161:788:1";"";"48,76846";"11,42345";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"798";"Q";"de:09161:8576:0:11";"de:09161:788:1";"";"48,76836";"11,42351";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"799";"Q";"de:09161:8576:0:12";"de:09161:788:1";"";"48,76847";"11,42369";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"800";"Q";"de:09161:8576:0:2";"de:09161:788:1";"";"48,76844";"11,42265";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"801";"Q";"de:09161:8576:0:3";"de:09161:788:1";"";"48,76834";"11,42268";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"802";"Q";"de:09161:8576:0:4";"de:09161:788:1";"";"48,76845";"11,42285";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"803";"Q";"de:09161:8576:0:5";"de:09161:788:1";"";"48,76834";"11,42289";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"804";"Q";"de:09161:8576:0:6";"de:09161:788:1";"";"48,76846";"11,42307";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"805";"Q";"de:09161:8576:0:7";"de:09161:788:1";"";"48,76834";"11,42309";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"806";"Q";"de:09161:8576:0:8";"de:09161:788:1";"";"48,76846";"11,42328";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"807";"Q";"de:09161:8576:0:9";"de:09161:788:1";"";"48,76835";"11,4233";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"808";"Q";"de:09161:788:2:17";"de:09161:788:2";"";"48,76848";"11,42473";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"809";"Q";"de:09161:788:2:18";"de:09161:788:2";"";"48,7684";"11,42504";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"810";"Q";"de:09161:788:2:19";"de:09161:788:2";"";"48,76848";"11,42494";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"811";"Q";"de:09161:788:2:20";"de:09161:788:2";"";"48,76841";"11,42522";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"812";"Q";"de:09161:8576:0:13";"de:09161:788:2";"";"48,7684";"11,42438";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"813";"Q";"de:09161:8576:0:14";"de:09161:788:2";"";"48,76839";"11,42462";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"814";"Q";"de:09161:8576:0:15";"de:09161:788:2";"";"48,76847";"11,42452";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"815";"Q";"de:09161:8576:0:16";"de:09161:788:2";"";"48,7684";"11,42482";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"816";"Q";"de:09161:788:3:33";"de:09161:788:3";"A";"48,76852";"11,42283";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"817";"Q";"de:09161:788:3:34";"de:09161:788:3";"B";"48,76853";"11,42317";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"818";"Q";"de:09161:788:3:35";"de:09161:788:3";"C";"48,76853";"11,42341";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"819";"Q";"de:09161:788:3:36";"de:09161:788:3";"D";"48,76857";"11,42441";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"820";"Q";"de:09161:788:3:37";"de:09161:788:3";"E";"48,76857";"11,42467";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"821";"Q";"de:09161:788:3:38";"de:09161:788:3";"F";"48,76858";"11,42493";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"822";"Q";"de:09161:788:5:31";"de:09161:788:5";"H2";"48,76833";"11,42191";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"823";"Q";"de:09161:788:5:32";"de:09161:788:5";"H1";"48,76797";"11,42216";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"824";"S";"de:09161:8580";"de:09161:8580";"IN, Rothenturmer Straße";"48,73695";"11,47162";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"825";"Q";"de:09161:634:0:99";"de:09161:8580";"99";"48,73677";"11,47175";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"826";"Q";"de:09161:8580:0:1";"de:09161:8580";"2";"48,73634";"11,47126";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"827";"Q";"de:09161:8580:0:10";"de:09161:8580";"10";"48,73777";"11,47169";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"828";"Q";"de:09161:8580:0:2";"de:09161:8580";"1";"48,73629";"11,47126";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"829";"Q";"de:09161:8580:0:3";"de:09161:8580";"3";"48,73733";"11,47204";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"830";"S";"de:09161:8611";"de:09161:8611";"Irgertsheim, Am Kirchberg";"48,77023";"11,28045";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"831";"Q";"de:09161:8611:0:1";"de:09161:8611";"1";"48,77026";"11,28045";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"832";"Q";"de:09161:8611:0:10";"de:09161:8611";"10";"48,77107";"11,28005";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"833";"Q";"de:09161:8611:0:2";"de:09161:8611";"2";"48,77019";"11,28041";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"834";"Q";"de:09161:8611:0:20";"de:09161:8611";"20";"48,77107";"11,28003";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"835";"S";"de:09161:8612";"de:09161:8612";"Irgertsheim, Erchanstraße";"48,76738";"11,27509";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"836";"Q";"de:09161:8612:0:1";"de:09161:8612";"1";"48,76705";"11,27497";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"837";"Q";"de:09161:8612:0:2";"de:09161:8612";"2";"48,76773";"11,27523";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"838";"S";"de:09161:8613";"de:09161:8613";"Pettenhofen/IN, Pettostraße";"48,77662";"11,28554";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"839";"Q";"de:09161:8613:0:1";"de:09161:8613";"1";"48,77656";"11,28525";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"840";"Q";"de:09161:8613:0:2";"de:09161:8613";"2";"48,77632";"11,28586";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"841";"Q";"de:09161:8613:0:99";"de:09161:8613";"99";"48,77694";"11,28542";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"842";"S";"de:09161:8614";"de:09161:8614";"Pettenhofen/IN, Schöne Au";"48,77739";"11,29049";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"843";"Q";"de:09161:8614:0:1";"de:09161:8614";"1";"48,77686";"11,28995";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"844";"Q";"de:09161:8614:0:2";"de:09161:8614";"2";"48,77686";"11,29092";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"845";"Q";"de:09161:8614:0:99";"de:09161:8614";"99";"48,77822";"11,29057";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"846";"S";"de:09161:8615";"de:09161:8615";"Mühlhausen/IN, Hanfgartenstr.";"48,77757";"11,30464";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"847";"Q";"de:09161:8615:0:1";"de:09161:8615";"1";"48,77765";"11,305";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"848";"Q";"de:09161:8615:0:2";"de:09161:8615";"2";"48,77747";"11,30428";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"849";"S";"de:09161:8616";"de:09161:8616";"Mühlhausen/IN, Greutweg";"48,77777";"11,30794";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"850";"Q";"de:09161:8616:0:1";"de:09161:8616";"1";"48,77778";"11,30844";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"851";"Q";"de:09161:8616:0:2";"de:09161:8616";"2";"48,77778";"11,30744";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"852";"S";"de:09161:8617";"de:09161:8617";"Dünzlau, An der Breite";"48,77637";"11,3302";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"853";"Q";"de:09161:8617:0:1";"de:09161:8617";"1";"48,77618";"11,33043";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"854";"Q";"de:09161:8617:0:2";"de:09161:8617";"2";"48,77654";"11,32997";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"855";"S";"de:09161:8618";"de:09161:8618";"Gerolfing, Barthlgasserstraße";"48,75809";"11,34876";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"856";"Q";"de:09161:8618:0:1";"de:09161:8618";"98";"48,75816";"11,34865";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"857";"Q";"de:09161:8618:0:2";"de:09161:8618";"99";"48,75809";"11,34882";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"858";"S";"de:09161:8619";"de:09161:8619";"Gerolfin, Wilhelm-Busch-Straße";"48,75728";"11,35431";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"859";"Q";"de:09161:8619:0:1";"de:09161:8619";"1";"48,75735";"11,35384";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"860";"Q";"de:09161:8619:0:10";"de:09161:8619";"10";"48,75705";"11,35386";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"861";"Q";"de:09161:8619:0:2";"de:09161:8619";"2";"48,75722";"11,3548";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"862";"S";"de:09161:8620";"de:09161:8620";"Gerolfing, Schaumühle";"48,75953";"11,36529";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"863";"Q";"de:09161:8620:0:1";"de:09161:8620";"1";"48,75949";"11,36514";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"864";"Q";"de:09161:8620:0:2";"de:09161:8620";"2";"48,75956";"11,36542";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"865";"S";"de:09161:8621";"de:09161:8621";"Spitzlmühle";"48,7615";"11,37499";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"866";"Q";"de:09161:8621:0:1";"de:09161:8621";"1";"48,76156";"11,37495";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"867";"Q";"de:09161:8621:0:2";"de:09161:8621";"2";"48,76146";"11,37503";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"868";"S";"de:09161:8665";"de:09161:8665";"Ingolstadt, M.-L.-Fleißer-Str.";"48,78035";"11,43958";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"869";"Q";"de:09161:8665:0:1";"de:09161:8665";"1";"48,78034";"11,43967";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"870";"S";"de:09161:8666";"de:09161:8666";"IN, Am Franziskanerwasser";"48,75497";"11,47551";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"871";"Q";"de:09161:8666:0:1";"de:09161:8666";"1";"48,75491";"11,47591";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"872";"Q";"de:09161:8666:0:10";"de:09161:8666";"10";"48,75296";"11,47459";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"873";"Q";"de:09161:8666:0:2";"de:09161:8666";"2";"48,75501";"11,47512";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"874";"Q";"de:09161:8666:0:20";"de:09161:8666";"20";"48,75389";"11,47449";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"875";"S";"de:09161:8667";"de:09161:8667";"IN, Richard-Strauss-Straße";"48,77232";"11,40539";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"876";"Q";"de:09161:8667:0:1";"de:09161:8667";"1";"48,77235";"11,40562";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"877";"Q";"de:09161:8667:0:2";"de:09161:8667";"2";"48,77231";"11,40512";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"878";"S";"de:09161:8770";"de:09161:8770";"IN, Audi-Tor 9/TE";"48,79207";"11,40744";"09161000";"Ingolstadt";"";"";"Unserved";"InOrder";"";"BEG";"-";"";""
"879";"Q";"de:09161:8770:0:95";"de:09161:8770";"95";"48,79239";"11,40619";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"880";"Q";"de:09161:8770:0:96";"de:09161:8770";"96";"48,79223";"11,40616";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"881";"Q";"de:09161:8770:0:97";"de:09161:8770";"97";"48,7923";"11,40602";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"882";"Q";"de:09161:8770:0:98";"de:09161:8770";"98";"48,79239";"11,40598";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"883";"Q";"de:09161:8770:0:99";"de:09161:8770";"99";"48,79246";"11,40595";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"884";"S";"de:09161:8777";"de:09161:8777";"IN, Jurastraße";"48,77535";"11,37396";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"885";"Q";"de:09161:340:0:98";"de:09161:8777";"98";"48,77528";"11,3742";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"886";"Q";"de:09161:340:0:99";"de:09161:8777";"99";"48,7756";"11,37415";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"887";"Q";"de:09161:8777:0:2";"de:09161:8777";"2";"48,77523";"11,37358";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"888";"S";"de:09161:8778";"de:09161:8778";"IN, Werdenfelser Straße";"48,775";"11,37752";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"889";"Q";"de:09161:8778:0:1";"de:09161:8778";"1";"48,7749";"11,37783";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"890";"Q";"de:09161:8778:0:2";"de:09161:8778";"2";"48,7751";"11,3772";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"891";"S";"de:09161:8779";"de:09161:8779";"IN, Schultheißstraße";"48,77312";"11,38025";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"892";"Q";"de:09161:8779:0:1";"de:09161:8779";"1";"48,77305";"11,38039";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"893";"Q";"de:09161:8779:0:2";"de:09161:8779";"2";"48,77319";"11,38009";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"894";"S";"de:09161:8780";"de:09161:8780";"IN, Bei der Hollerstaude";"48,76889";"11,38581";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"895";"Q";"de:09161:8780:0:1";"de:09161:8780";"1";"48,76883";"11,38578";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"896";"Q";"de:09161:8780:0:2";"de:09161:8780";"2";"48,76895";"11,38581";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"897";"S";"de:09161:8781";"de:09161:8781";"IN, Schatzgerstraße";"48,7679";"11,39143";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"898";"Q";"de:09161:8781:0:1";"de:09161:8781";"1";"48,76794";"11,39137";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"899";"Q";"de:09161:8781:0:2";"de:09161:8781";"2";"48,76788";"11,39149";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"900";"S";"de:09161:8782";"de:09161:8782";"IN, Effnerstraße";"48,76649";"11,37977";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"901";"Q";"de:09161:8782:0:1";"de:09161:8782";"98";"48,76622";"11,37972";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"902";"Q";"de:09161:8782:0:2";"de:09161:8782";"99";"48,76673";"11,37983";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"903";"S";"de:09161:8784";"de:09161:8784";"IN, Liegnitzer Straße";"48,76282";"11,44416";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"904";"Q";"de:09161:1626:0:20";"de:09161:8784";"20";"48,76312";"11,44376";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"905";"Q";"de:09161:1626:0:3";"de:09161:8784";"3";"48,76264";"11,44385";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"906";"Q";"de:09161:8784:0:1";"de:09161:8784";"1";"48,76299";"11,44457";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
